soil_type,n_ratio,p_ratio,k_ratio,ph_level,avg_temp,avg_humidity,avg_rainfall,water_availability,irrigation_type,land_area,season,crop,age,education,annual_income,farming_experience,agro_climatic_zone,using_uzhavan_app,watch_agri_youtube,in_whatsapp_groups,adoption_level,technologies_used
Alluvial,11,22,178,8.8,19.3,57.6,242.6,Low,Sprinkler,18.0,Rabi,Millets,73,Higher Secondary,260673,25,Delta,1,1,0,Medium,"['Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Uzhavan Mobile App']"
Sandy,0,111,70,7.9,34.0,61.6,50.6,High,Drip,15.4,Kharif,Millets,74,Degree,577744,28,Coastal,1,0,0,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Mulching Sheets', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Farm Mechanization Tools']"
Clay,25,92,197,4.9,24.0,69.0,203.9,High,Rainfed,12.4,Rabi,Paddy,32,Middle,913521,8,Delta,0,1,1,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Mulching Sheets', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Alluvial,19,85,195,8.7,24.9,80.3,214.6,High,Canal,13.4,Rabi,Millets,57,No Formal,95811,46,Coastal,1,1,1,Low,"['Drip Irrigation', 'Farm Mechanization Tools', 'Mulching Sheets', 'Drone Spraying', 'Sprinkler Irrigation']"
Alluvial,50,11,104,4.0,33.8,61.8,77.7,Medium,Drip,2.1,Rabi,Millets,73,Degree,95117,7,Coastal,0,0,1,Medium,"['Drone Spraying', 'Drip Irrigation', 'Soil Moisture Sensor']"
Sandy,113,67,126,6.0,39.6,64.6,266.9,Low,Sprinkler,2.8,Kharif,Millets,34,High,421725,40,Dry,0,0,1,Low,"['Sprinkler Irrigation', 'Farm Mechanization Tools']"
Sandy,120,74,93,5.9,39.9,35.2,234.0,Low,Rainfed,19.3,Rabi,Millets,47,High,992212,2,Delta,0,1,1,Medium,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Soil Testing Kit']"
Red,5,96,32,7.6,25.8,73.4,78.9,High,Sprinkler,1.4,Kharif,Millets,30,Primary,430797,5,Hilly,0,0,0,Low,['Soil Moisture Sensor']
Black,44,125,85,6.1,30.1,55.6,258.0,High,Drip,19.9,Kharif,Sugarcane,41,High,649064,3,Dry,0,0,1,Medium,"['Greenhouse / Polyhouse', 'Drip Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Black,121,74,172,7.7,21.2,30.0,86.1,High,Sprinkler,4.3,Rabi,Sugarcane,20,No Formal,55021,20,Delta,0,0,1,Low,['Uzhavan Mobile App']
Alluvial,93,38,130,3.7,15.6,71.7,277.6,High,Canal,11.3,Kharif,Millets,29,High,927286,16,Hilly,1,1,1,High,"['Soil Moisture Sensor', 'Drone Spraying', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Testing Kit']"
Clay,127,118,152,9.7,18.1,32.9,213.8,Low,Rainfed,12.0,Rabi,Millets,72,No Formal,333058,12,Coastal,0,1,1,Low,"['Uzhavan Mobile App', 'Soil Moisture Sensor']"
Clay,88,135,81,6.6,36.0,91.5,133.0,Low,Drip,17.6,Rabi,Millets,54,Postgraduate,222609,42,Delta,0,0,1,Low,"['Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Drone Spraying', 'Farm Mechanization Tools']"
Sandy,124,102,174,9.8,21.0,73.4,256.6,Low,Borewell,19.3,Kharif,Millets,22,Diploma,468473,44,Hilly,0,1,0,Medium,"['Mulching Sheets', 'Weather Forecast Mobile App', 'Drone Spraying', 'Drip Irrigation']"
Sandy,90,42,142,9.2,26.3,37.5,24.5,Low,Borewell,10.5,Kharif,Millets,35,Primary,369112,36,Hilly,1,0,0,Low,"['Soil Moisture Sensor', 'Drip Irrigation']"
Alluvial,43,19,122,7.7,20.3,75.9,87.9,Medium,Sprinkler,15.9,Rabi,Millets,29,Postgraduate,698637,17,Dry,0,1,0,Medium,"['Soil Moisture Sensor', 'Soil Testing Kit', 'Mulching Sheets', 'Sprinkler Irrigation', 'Drone Spraying', 'Drip Irrigation', 'Uzhavan Mobile App']"
Black,11,118,189,3.9,15.8,74.7,59.2,Low,Drip,2.4,Kharif,Millets,60,Higher Secondary,284077,5,Dry,1,1,1,Medium,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Clay,78,12,125,7.3,22.7,80.4,253.2,High,Drip,14.6,Rabi,Paddy,21,Higher Secondary,610698,43,Delta,1,0,1,High,"['Soil Testing Kit', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Mulching Sheets', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Sprinkler Irrigation']"
Clay,59,99,101,5.2,24.8,37.3,87.2,High,Rainfed,5.4,Kharif,Paddy,22,Higher Secondary,193390,39,Delta,0,0,0,Medium,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drone Spraying']"
Clay,109,86,120,7.8,19.5,38.0,84.6,Low,Borewell,19.6,Rabi,Millets,29,Higher Secondary,141861,40,Hilly,0,0,1,Medium,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit']"
Alluvial,44,73,92,5.3,28.9,55.2,48.8,Medium,Drip,1.0,Kharif,Millets,72,Higher Secondary,373222,42,Hilly,1,1,1,Medium,"['Drip Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Drone Spraying', 'Sprinkler Irrigation']"
Alluvial,64,105,180,3.9,35.2,88.8,42.2,High,Borewell,19.7,Rabi,Millets,38,No Formal,690258,37,Dry,0,0,0,Low,"['Farm Mechanization Tools', 'Mulching Sheets', 'Drip Irrigation']"
Clay,125,42,39,5.2,30.9,59.7,114.6,Medium,Sprinkler,6.9,Rabi,Millets,72,Degree,179652,7,Delta,1,1,0,Medium,"['Drone Spraying', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drip Irrigation', 'Uzhavan Mobile App']"
Clay,138,27,81,5.9,16.3,78.3,151.2,Low,Canal,9.3,Rabi,Millets,52,Diploma,121702,12,Dry,0,1,0,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Sandy,15,92,149,8.8,31.8,66.5,31.5,Medium,Rainfed,16.2,Rabi,Millets,54,Degree,515957,1,Delta,0,1,0,Medium,"['Farm Mechanization Tools', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Uzhavan Mobile App']"
Black,94,71,188,7.2,23.1,40.9,119.1,High,Sprinkler,11.1,Rabi,Sugarcane,19,Middle,137812,17,Coastal,0,1,1,Low,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets', 'Greenhouse / Polyhouse']"
Black,60,25,130,4.4,24.2,45.4,224.8,Medium,Drip,14.5,Rabi,Millets,32,Degree,142763,37,Hilly,0,1,0,Medium,"['Farm Mechanization Tools', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Drone Spraying']"
Red,30,7,51,9.3,21.3,24.8,68.7,Medium,Rainfed,17.3,Rabi,Millets,68,High,189766,36,Dry,1,1,1,Medium,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Uzhavan Mobile App', 'Farm Mechanization Tools']"
Sandy,15,37,153,4.2,24.9,47.3,113.6,High,Drip,19.3,Rabi,Millets,69,Middle,524143,21,Coastal,1,0,0,Medium,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Clay,38,123,17,6.8,31.3,20.3,297.9,Low,Rainfed,18.3,Rabi,Millets,22,Higher Secondary,931897,1,Dry,0,1,1,Medium,"['Greenhouse / Polyhouse', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Drone Spraying', 'Mulching Sheets']"
Sandy,95,77,34,5.0,39.9,76.2,252.5,Low,Borewell,17.1,Rabi,Millets,41,Middle,117454,44,Delta,0,1,1,Medium,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation']"
Red,98,84,60,7.0,22.3,86.3,257.7,Low,Borewell,15.5,Kharif,Millets,70,Primary,827285,16,Coastal,1,0,1,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Sandy,47,13,85,7.0,20.4,20.1,117.4,High,Canal,1.3,Rabi,Millets,22,Middle,456085,5,Dry,1,1,1,Medium,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Alluvial,120,130,38,7.5,31.4,94.7,199.0,Low,Sprinkler,5.2,Kharif,Millets,31,Diploma,220257,17,Delta,1,0,0,Medium,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Alluvial,124,30,52,9.0,24.4,68.1,237.8,High,Canal,5.7,Rabi,Millets,54,Primary,76672,32,Coastal,1,1,1,Medium,"['Mulching Sheets', 'Drip Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse']"
Sandy,65,126,123,5.9,24.4,55.0,225.1,High,Rainfed,17.9,Rabi,Millets,26,Postgraduate,981739,5,Dry,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Drip Irrigation', 'Uzhavan Mobile App', 'Mulching Sheets', 'Soil Moisture Sensor', 'Drone Spraying']"
Red,7,45,85,7.6,19.0,84.0,295.5,Low,Borewell,17.8,Rabi,Millets,70,High,466810,33,Dry,1,0,0,Medium,"['Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Uzhavan Mobile App']"
Clay,45,10,93,9.1,23.3,81.3,213.0,High,Rainfed,17.6,Kharif,Paddy,31,Middle,403756,18,Delta,1,1,0,Low,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Sprinkler Irrigation']"
Clay,30,83,83,5.9,22.6,42.8,82.5,Medium,Canal,15.3,Kharif,Millets,49,Degree,973187,25,Dry,1,1,0,Medium,"['Mulching Sheets', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drone Spraying', 'Drip Irrigation']"
Sandy,100,76,181,7.5,16.5,22.5,173.0,Medium,Rainfed,9.6,Rabi,Millets,45,Degree,417053,15,Delta,1,0,1,Medium,"['Mulching Sheets', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Drone Spraying']"
Red,8,10,23,4.6,32.9,68.9,49.1,Low,Canal,6.0,Rabi,Millets,68,Diploma,384288,39,Coastal,0,0,1,Low,"['Soil Testing Kit', 'Drip Irrigation', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Alluvial,131,48,179,4.8,24.1,92.5,263.9,Medium,Rainfed,5.5,Rabi,Millets,55,Primary,543007,43,Hilly,1,1,1,Medium,"['Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drone Spraying', 'Drip Irrigation', 'Mulching Sheets', 'Sprinkler Irrigation']"
Black,10,62,148,6.2,31.6,56.3,46.4,Medium,Rainfed,18.6,Kharif,Millets,20,Degree,879373,43,Hilly,1,1,1,High,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Drone Spraying', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Mulching Sheets', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Alluvial,61,67,189,7.5,30.2,69.2,68.1,Low,Drip,14.9,Kharif,Millets,31,Postgraduate,469373,28,Hilly,1,1,0,High,"['Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Drone Spraying']"
Sandy,27,33,141,3.5,23.3,37.4,136.9,Medium,Canal,15.0,Kharif,Millets,28,Diploma,491799,30,Dry,0,1,1,Medium,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Clay,2,68,29,8.0,32.4,94.5,41.4,Medium,Canal,4.3,Kharif,Millets,54,High,674505,2,Hilly,1,1,0,Medium,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Alluvial,48,35,10,5.6,21.3,20.9,88.6,Medium,Borewell,8.2,Rabi,Millets,72,High,110453,39,Delta,0,0,1,Low,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Sprinkler Irrigation', 'Soil Testing Kit']"
Clay,47,89,202,7.7,33.2,55.0,263.4,High,Drip,9.0,Kharif,Paddy,34,Higher Secondary,947875,28,Coastal,0,1,1,High,"['Soil Moisture Sensor', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Drone Spraying', 'Sprinkler Irrigation']"
Red,9,99,138,3.5,21.0,30.2,247.4,Medium,Drip,13.3,Rabi,Millets,52,Degree,835901,2,Hilly,0,0,1,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Alluvial,106,44,30,5.6,25.1,75.4,288.8,High,Drip,3.9,Rabi,Millets,57,Higher Secondary,980282,49,Coastal,1,1,1,High,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Farm Mechanization Tools', 'Drone Spraying', 'Sprinkler Irrigation']"
Clay,75,98,103,7.4,23.6,79.1,169.7,Medium,Rainfed,6.4,Rabi,Millets,74,Higher Secondary,608397,4,Delta,0,0,0,Medium,"['Drone Spraying', 'Drip Irrigation', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Soil Moisture Sensor']"
Black,111,47,25,5.8,30.3,22.9,23.5,Medium,Drip,9.2,Kharif,Millets,33,Degree,559962,6,Coastal,1,1,0,High,"['Greenhouse / Polyhouse', 'Mulching Sheets', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drone Spraying', 'Soil Moisture Sensor']"
Sandy,119,56,77,9.6,32.6,42.8,117.4,Low,Drip,9.2,Kharif,Millets,43,Diploma,700191,40,Coastal,0,1,0,Medium,"['Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Drone Spraying']"
Black,138,141,142,8.6,33.4,29.3,179.5,High,Drip,12.3,Rabi,Sugarcane,36,Higher Secondary,441730,32,Dry,1,1,0,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drip Irrigation', 'Uzhavan Mobile App', 'Drone Spraying']"
Alluvial,104,100,193,8.2,26.1,29.5,101.3,Low,Canal,14.0,Rabi,Millets,50,No Formal,79650,3,Hilly,1,0,1,Medium,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Soil Moisture Sensor']"
Alluvial,138,23,154,7.5,15.0,39.6,268.6,Low,Drip,16.1,Rabi,Millets,29,Diploma,546318,21,Hilly,0,0,1,Medium,"['Weather Forecast Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools']"
Clay,0,108,32,6.4,32.1,68.2,281.3,Medium,Canal,16.9,Kharif,Millets,24,Diploma,540152,11,Delta,0,1,0,Medium,"['Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Sandy,52,111,138,9.3,36.1,57.5,297.0,High,Canal,16.1,Rabi,Millets,68,Middle,907938,24,Dry,0,1,0,Medium,"['Soil Moisture Sensor', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Drone Spraying']"
Sandy,69,143,32,3.6,24.7,77.0,23.7,Medium,Canal,15.0,Rabi,Millets,27,Postgraduate,65888,29,Coastal,0,1,0,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Testing Kit']"
Black,134,68,156,7.9,18.7,57.7,219.4,High,Canal,16.7,Kharif,Sugarcane,58,High,158315,20,Hilly,0,1,1,Medium,"['Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Alluvial,79,85,27,8.1,27.2,42.0,132.5,Medium,Rainfed,14.8,Kharif,Millets,66,Higher Secondary,231259,21,Delta,0,1,1,Medium,"['Drip Irrigation', 'Mulching Sheets', 'Drone Spraying', 'Weather Forecast Mobile App', 'Soil Testing Kit']"
Black,64,60,50,6.6,18.4,81.9,169.7,Medium,Sprinkler,5.7,Kharif,Millets,72,Middle,926999,11,Coastal,1,1,0,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Black,135,68,71,6.6,20.9,75.4,78.0,Medium,Drip,12.5,Kharif,Millets,24,Primary,298594,3,Hilly,0,0,1,Low,"['Drone Spraying', 'Soil Moisture Sensor']"
Sandy,17,120,151,9.9,21.6,46.3,260.1,High,Drip,13.4,Kharif,Millets,21,No Formal,510820,10,Hilly,1,0,1,Medium,"['Soil Testing Kit', 'Soil Moisture Sensor', 'Drone Spraying', 'Farm Mechanization Tools']"
Clay,112,22,172,6.5,38.1,51.8,248.8,Low,Rainfed,15.9,Kharif,Millets,51,Diploma,403691,11,Dry,0,0,1,Low,"['Drone Spraying', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Mulching Sheets']"
Alluvial,113,49,50,9.4,21.1,36.7,259.6,High,Canal,14.2,Rabi,Millets,30,Diploma,934300,45,Delta,1,0,0,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Drip Irrigation', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Alluvial,55,121,122,9.3,28.5,86.1,263.1,Low,Sprinkler,15.4,Kharif,Millets,56,Primary,806508,12,Dry,1,0,0,Low,"['Mulching Sheets', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Red,54,87,122,8.6,20.0,25.9,174.0,High,Canal,8.9,Kharif,Millets,29,High,851634,15,Coastal,0,1,0,Medium,"['Mulching Sheets', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drone Spraying', 'Drip Irrigation']"
Black,77,99,33,4.9,24.8,57.4,51.8,Medium,Canal,8.6,Kharif,Millets,38,Postgraduate,798984,13,Dry,0,0,1,Medium,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Sandy,68,22,9,4.6,35.2,90.7,163.9,High,Borewell,16.8,Rabi,Millets,45,Higher Secondary,288486,47,Hilly,1,1,0,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Black,91,79,111,4.9,22.8,51.7,142.5,Low,Borewell,3.8,Kharif,Millets,49,High,498707,16,Dry,1,0,1,Medium,"['Soil Moisture Sensor', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Drone Spraying']"
Black,84,24,156,3.8,21.2,91.9,251.6,Low,Borewell,12.8,Rabi,Millets,38,High,231243,48,Delta,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drone Spraying']"
Black,118,133,155,4.0,24.1,82.9,38.7,High,Borewell,14.8,Kharif,Sugarcane,50,High,560942,2,Dry,1,0,1,Medium,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation', 'Soil Testing Kit']"
Black,2,114,17,6.8,15.4,39.8,192.0,Low,Sprinkler,3.9,Kharif,Millets,29,High,606465,3,Delta,1,0,0,Low,"['Sprinkler Irrigation', 'Drone Spraying', 'Weather Forecast Mobile App', 'Soil Moisture Sensor']"
Black,2,28,122,5.8,20.0,43.6,121.4,High,Canal,17.3,Rabi,Sugarcane,39,Middle,435862,3,Coastal,0,1,0,Medium,"['Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drip Irrigation']"
Black,118,139,178,6.3,19.0,89.1,35.1,Low,Drip,8.2,Kharif,Millets,41,Degree,719883,1,Coastal,0,1,0,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Drip Irrigation']"
Red,38,34,23,9.0,33.4,48.3,146.7,High,Sprinkler,18.1,Kharif,Millets,36,Postgraduate,514423,10,Coastal,0,1,1,High,"['Uzhavan Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Drone Spraying', 'Drip Irrigation', 'Mulching Sheets']"
Sandy,122,106,128,3.5,36.7,66.1,50.9,Medium,Borewell,9.5,Kharif,Millets,19,Degree,172778,13,Delta,0,1,1,Medium,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Sandy,75,18,148,5.9,39.5,27.8,146.2,High,Borewell,7.3,Rabi,Millets,37,Postgraduate,364666,22,Coastal,0,1,1,Medium,"['Drone Spraying', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App']"
Sandy,70,112,125,8.1,39.4,89.8,32.7,Low,Rainfed,12.8,Kharif,Millets,27,Diploma,229511,14,Coastal,0,0,0,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Sandy,109,129,65,6.5,35.8,27.9,157.5,High,Borewell,2.6,Rabi,Millets,70,Diploma,77535,28,Dry,0,0,0,Low,"['Weather Forecast Mobile App', 'Soil Moisture Sensor']"
Red,126,46,179,5.9,19.7,63.4,168.7,High,Drip,5.8,Rabi,Millets,39,Higher Secondary,69774,39,Hilly,1,1,1,High,"['Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Drone Spraying', 'Weather Forecast Mobile App']"
Black,29,25,51,5.3,16.5,73.8,227.3,High,Sprinkler,12.4,Kharif,Sugarcane,71,No Formal,458259,40,Coastal,0,1,0,Low,"['Drip Irrigation', 'Farm Mechanization Tools']"
Sandy,58,19,183,7.1,25.5,30.1,230.6,Medium,Canal,11.3,Rabi,Millets,22,Postgraduate,587198,7,Delta,0,1,0,Medium,"['Farm Mechanization Tools', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Mulching Sheets']"
Alluvial,135,87,19,9.2,27.4,41.3,134.8,Low,Borewell,12.7,Rabi,Millets,25,No Formal,917902,11,Hilly,1,0,0,Medium,"['Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Weather Forecast Mobile App']"
Sandy,67,71,144,8.8,20.5,84.6,39.0,High,Sprinkler,2.9,Kharif,Millets,71,Diploma,198116,41,Delta,0,1,1,Medium,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Farm Mechanization Tools', 'Drip Irrigation']"
Alluvial,87,117,57,9.1,18.6,23.5,31.8,Low,Canal,9.4,Rabi,Millets,40,Postgraduate,804810,45,Delta,1,1,0,High,"['Sprinkler Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App', 'Drip Irrigation', 'Weather Forecast Mobile App']"
Alluvial,70,72,123,7.6,17.5,33.6,293.4,High,Drip,3.1,Kharif,Millets,23,Higher Secondary,390132,10,Coastal,0,0,1,Low,"['Uzhavan Mobile App', 'Mulching Sheets', 'Drone Spraying']"
Red,61,109,203,5.6,29.1,35.7,76.3,Medium,Drip,0.7,Rabi,Millets,73,Degree,299149,5,Hilly,1,0,0,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Drip Irrigation', 'Mulching Sheets']"
Sandy,84,112,95,8.5,34.6,34.0,186.6,High,Canal,14.3,Kharif,Millets,68,Primary,783038,48,Coastal,1,1,0,Medium,"['Weather Forecast Mobile App', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Drip Irrigation']"
Black,20,133,88,3.7,16.8,22.0,69.8,Low,Rainfed,19.5,Kharif,Millets,74,Higher Secondary,766332,9,Hilly,0,1,0,Medium,"['Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Sandy,100,48,135,6.6,21.8,28.3,272.0,Low,Drip,18.9,Rabi,Millets,53,No Formal,117193,35,Coastal,0,0,0,Low,['Greenhouse / Polyhouse']
Sandy,15,69,26,9.9,25.4,21.3,244.6,Medium,Borewell,7.7,Rabi,Millets,28,Diploma,670328,21,Hilly,1,0,1,Medium,"['Farm Mechanization Tools', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying', 'Mulching Sheets', 'Drip Irrigation', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse']"
Clay,79,116,138,8.4,37.9,69.9,224.3,Medium,Sprinkler,15.4,Rabi,Millets,70,High,673572,48,Hilly,0,1,0,Medium,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Mulching Sheets']"
Red,97,53,7,9.0,27.1,54.5,199.4,High,Borewell,19.3,Rabi,Millets,64,High,825621,41,Hilly,0,0,0,Medium,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Drone Spraying']"
